dt,AverageTemperature,AverageTemperatureUncertainty,Country
1796-05-01,3.274,2.285,Iceland
1796-06-01,7.005,3.847,Iceland
1796-07-01,9.595,3.26,Iceland
1796-08-01,8.772,4.056,Iceland
1796-09-01,5.142,4.019,Iceland
1796-10-01,0.8320000000000001,2.372,Iceland
1796-11-01,-2.2670000000000003,3.222,Iceland
1796-12-01,-5.852,4.374,Iceland
1797-01-01,-1.0969999999999995,6.7360000000000015,Iceland
1797-02-01,0.0929999999999999,2.656,Iceland
1797-03-01,-3.182,2.544,Iceland
1797-04-01,-1.327,3.654,Iceland
1797-05-01,2.231,2.897,Iceland
1797-06-01,6.42,2.73,Iceland
1797-07-01,8.408,2.755,Iceland
1797-08-01,7.976,2.955,Iceland
1797-09-01,5.065,3.94,Iceland
1797-10-01,0.6409999999999999,2.727,Iceland
1797-11-01,-3.6010000000000004,3.205,Iceland
1797-12-01,-3.857,3.355,Iceland
1798-01-01,-3.031,2.389,Iceland
1798-02-01,-3.35,2.631,Iceland
1798-03-01,-2.345,2.498,Iceland
1798-04-01,0.5329999999999999,2.239,Iceland
1798-05-01,4.6240000000000006,4.042,Iceland
1798-06-01,7.457000000000002,2.6660000000000004,Iceland
1798-07-01,9.934,3.1210000000000004,Iceland
1798-08-01,8.53,4.874,Iceland
1798-09-01,5.205,3.273,Iceland
1798-10-01,1.3159999999999998,2.893,Iceland
1798-11-01,-0.909,3.255,Iceland
1798-12-01,-4.178,2.846,Iceland
1799-01-01,-2.847,2.526,Iceland
1799-02-01,-5.645,3.133,Iceland
1799-03-01,-3.579,3.003,Iceland
1799-04-01,-1.027,3.669,Iceland
1799-05-01,2.84,2.35,Iceland
1799-06-01,6.747999999999999,3.3080000000000003,Iceland
1799-07-01,8.876999999999997,3.004,Iceland
1799-08-01,7.352,2.28,Iceland
1799-09-01,5.033,3.264,Iceland
1799-10-01,0.861,2.724,Iceland
1799-11-01,-0.732,2.807,Iceland
1799-12-01,-3.3160000000000003,2.318,Iceland
1800-01-01,-4.766,2.536,Iceland
1800-02-01,-2.42,4.137,Iceland
1800-03-01,-3.3960000000000004,3.543,Iceland
1800-04-01,0.074,2.531,Iceland
1800-05-01,2.605,2.279,Iceland
1800-06-01,5.957999999999999,2.468,Iceland
1800-07-01,8.380999999999998,2.8360000000000003,Iceland
1800-08-01,7.29,2.88,Iceland
1800-09-01,4.537000000000001,2.865,Iceland
1800-10-01,1.453,3.0410000000000004,Iceland
1800-11-01,-1.853,2.786,Iceland
1800-12-01,-3.1210000000000004,2.891,Iceland
1801-01-01,-3.1460000000000004,2.438,Iceland
1801-02-01,-4.181,2.299,Iceland
1801-03-01,-2.153,2.386,Iceland
1801-04-01,-0.061,2.363,Iceland
1801-05-01,4.715,2.669,Iceland
1801-06-01,6.38,2.512,Iceland
1801-07-01,8.702,3.016,Iceland
1801-08-01,7.531000000000001,2.67,Iceland
1801-09-01,5.4910000000000005,2.364,Iceland
1801-10-01,1.5119999999999998,2.512,Iceland
1801-11-01,-2.5580000000000003,2.324,Iceland
1801-12-01,-4.952,4.628,Iceland
1802-01-01,-2.841,2.7030000000000003,Iceland
1802-02-01,-3.982,2.278,Iceland
1802-03-01,-2.092,2.5780000000000003,Iceland
1802-04-01,-0.171,2.696,Iceland
1802-05-01,1.626,2.45,Iceland
1802-06-01,7.476,2.497,Iceland
1802-07-01,8.014,2.285,Iceland
1802-08-01,7.761,2.4090000000000003,Iceland
1802-09-01,5.1000000000000005,3.179,Iceland
1802-10-01,1.5619999999999998,3.391,Iceland
1802-11-01,-2.018,2.7310000000000003,Iceland
1802-12-01,-4.023,2.494,Iceland
1803-01-01,-4.543,3.54,Iceland
1803-02-01,-3.997,3.088,Iceland
1803-03-01,-2.872,3.002,Iceland
1803-04-01,0.5549999999999999,2.877,Iceland
1803-05-01,3.143,2.548,Iceland
1803-06-01,6.651,2.27,Iceland
1803-07-01,9.943,2.462,Iceland
1803-08-01,8.850999999999997,2.695,Iceland
1803-09-01,4.908,2.172,Iceland
1803-10-01,1.37,3.015,Iceland
1803-11-01,-2.276,2.799,Iceland
1803-12-01,-4.305,3.159,Iceland
1804-01-01,-3.769,3.959,Iceland
1804-02-01,-4.769,2.74,Iceland
1804-03-01,-3.836,3.763,Iceland
1804-04-01,-0.1299999999999999,2.7060000000000004,Iceland
1804-05-01,4.27,2.326,Iceland
1804-06-01,7.483,2.228,Iceland
1804-07-01,9.402,2.879,Iceland
1804-08-01,8.515,2.5980000000000003,Iceland
1804-09-01,5.276000000000002,3.942,Iceland
1804-10-01,1.5470000000000002,2.541,Iceland
1804-11-01,-1.506,4.053999999999999,Iceland
1804-12-01,-4.334,3.563,Iceland
1805-01-01,-2.8680000000000003,2.682,Iceland
1805-02-01,-4.106,2.866,Iceland
1805-03-01,-2.225,2.486,Iceland
1805-04-01,-0.326,3.267,Iceland
1805-05-01,2.003,2.222,Iceland
1805-06-01,6.26,2.709,Iceland
1805-07-01,8.889,2.597,Iceland
1805-08-01,8.887,2.805,Iceland
1805-09-01,5.138000000000001,3.11,Iceland
1805-10-01,-0.0869999999999997,2.457,Iceland
1805-11-01,-1.696,2.7510000000000003,Iceland
1805-12-01,-3.218,2.427,Iceland
1806-01-01,-4.075,2.404,Iceland
1806-02-01,-3.611,3.214,Iceland
1806-03-01,-3.4760000000000004,2.775,Iceland
1806-04-01,-0.8300000000000001,3.484,Iceland
1806-05-01,3.301,2.652,Iceland
1806-06-01,6.041,2.499,Iceland
1806-07-01,8.158999999999999,2.392,Iceland
1806-08-01,8.600999999999999,2.536,Iceland
1806-09-01,5.501,2.783,Iceland
1806-10-01,1.279,2.142,Iceland
1806-11-01,-2.0940000000000003,2.39,Iceland
1806-12-01,-3.075,2.721,Iceland
1807-01-01,-4.42,2.637,Iceland
1807-02-01,-4.384,4.329,Iceland
1807-03-01,-3.667,4.106,Iceland
1807-04-01,-1.6780000000000002,2.752,Iceland
1807-05-01,1.3230000000000004,2.5660000000000003,Iceland
1807-06-01,6.707999999999999,2.202,Iceland
1807-07-01,8.985999999999997,3.442,Iceland
1807-08-01,8.177999999999999,2.576,Iceland
1807-09-01,4.6400000000000015,2.421,Iceland
1807-10-01,1.013,2.41,Iceland
1807-11-01,-3.833,2.958,Iceland
1807-12-01,-3.395,2.503,Iceland
1808-01-01,-3.283,3.069,Iceland
1808-02-01,-4.728,2.611,Iceland
1808-03-01,-3.415,4.392,Iceland
1808-04-01,-1.965,2.373,Iceland
1808-05-01,2.934,3.661,Iceland
1808-06-01,7.82,2.262,Iceland
1808-07-01,9.979,2.434,Iceland
1808-08-01,7.803999999999999,2.697,Iceland
1808-09-01,5.593,3.5460000000000003,Iceland
1808-10-01,0.0080000000000002,2.547,Iceland
1808-11-01,-2.562,2.707,Iceland
1808-12-01,-5.3870000000000005,2.372,Iceland
1809-01-01,-7.178999999999999,3.865,Iceland
1809-02-01,-4.97,3.515,Iceland
1809-03-01,-3.703,3.227,Iceland
1809-04-01,-2.201,3.83,Iceland
1809-05-01,2.44,2.803,Iceland
1809-06-01,6.742999999999999,2.497,Iceland
1809-07-01,7.459,2.418,Iceland
1809-08-01,7.465,2.242,Iceland
1809-09-01,4.101000000000001,2.782,Iceland
1809-10-01,1.895,4.017,Iceland
1809-11-01,-3.932,3.487,Iceland
1809-12-01,-3.768,3.455,Iceland
1810-01-01,-4.509,4.659,Iceland
1810-02-01,-3.818,4.056,Iceland
1810-03-01,-3.926,3.135,Iceland
1810-04-01,-0.865,3.552,Iceland
1810-05-01,0.5939999999999999,2.9360000000000004,Iceland
1810-06-01,6.837999999999999,3.448,Iceland
1810-07-01,7.283999999999999,3.529,Iceland
1810-08-01,7.009,2.764,Iceland
1810-09-01,3.7970000000000006,2.326,Iceland
1810-10-01,-0.6259999999999997,3.896,Iceland
1810-11-01,-4.4430000000000005,3.068,Iceland
1810-12-01,-5.1370000000000005,3.323,Iceland
1811-01-01,-3.766,3.0380000000000003,Iceland
1811-02-01,-4.79,4.577,Iceland
1811-03-01,-2.045,2.636,Iceland
1811-04-01,-2.439,2.316,Iceland
1811-05-01,1.9230000000000005,3.407,Iceland
1811-06-01,5.6190000000000015,3.2430000000000003,Iceland
1811-07-01,7.346999999999999,3.393,Iceland
1811-08-01,7.355,3.849,Iceland
1811-09-01,4.7090000000000005,3.0810000000000004,Iceland
1811-10-01,0.1930000000000002,4.2410000000000005,Iceland
1811-11-01,-2.764,4.397,Iceland
1811-12-01,-4.013,2.867,Iceland
1812-01-01,-4.016,2.604,Iceland
1812-02-01,-4.793,2.182,Iceland
1812-03-01,-6.579,2.899,Iceland
1812-04-01,-2.898,3.142,Iceland
1812-05-01,1.531,3.182,Iceland
1812-06-01,5.485,2.285,Iceland
1812-07-01,7.704999999999999,2.508,Iceland
1812-08-01,8.709,4.073,Iceland
1812-09-01,4.004,2.193,Iceland
1812-10-01,-0.1469999999999998,3.488,Iceland
1812-11-01,-3.117,3.323,Iceland
1812-12-01,-4.932,3.37,Iceland
1813-01-01,-5.172999999999999,3.973,Iceland
1813-02-01,-3.755,2.349,Iceland
1813-03-01,-3.852,6.0870000000000015,Iceland
1813-04-01,-0.755,2.224,Iceland
1813-05-01,3.524,5.242999999999999,Iceland
1813-06-01,6.945,3.141,Iceland
1813-07-01,9.294999999999998,2.514,Iceland
1813-08-01,7.656000000000001,2.177,Iceland
1813-09-01,5.365,2.52,Iceland
1813-10-01,-0.3089999999999999,2.33,Iceland
1813-11-01,-1.607,2.382,Iceland
1813-12-01,-3.971,2.615,Iceland
1814-01-01,-6.792000000000001,3.322,Iceland
1814-02-01,-3.638,2.434,Iceland
1814-03-01,-4.186,2.7430000000000003,Iceland
1814-04-01,-0.188,2.361,Iceland
1814-05-01,1.36,2.48,Iceland
1814-06-01,6.2620000000000005,2.263,Iceland
1814-07-01,7.321999999999999,2.948,Iceland
1814-08-01,7.437,2.255,Iceland
1814-09-01,4.822,2.4530000000000003,Iceland
1814-10-01,-0.004,3.912,Iceland
1814-11-01,-1.796,5.313,Iceland
1814-12-01,-2.873,6.276,Iceland
1815-01-01,-4.013,2.4330000000000003,Iceland
1815-02-01,-2.5660000000000003,5.442,Iceland
1815-03-01,-3.555,3.956,Iceland
1815-04-01,-0.7529999999999999,2.582,Iceland
1815-05-01,2.995,3.3080000000000003,Iceland
1815-06-01,5.696000000000001,3.286,Iceland
1815-07-01,8.715,2.81,Iceland
1815-08-01,7.68,2.43,Iceland
1815-09-01,4.702,2.333,Iceland
1815-10-01,0.175,3.722,Iceland
1815-11-01,-3.334,2.522,Iceland
1815-12-01,-5.193,2.823,Iceland
1816-01-01,-4.085,3.816,Iceland
1816-02-01,-5.686999999999999,3.162,Iceland
1816-03-01,-4.602,3.018,Iceland
1816-04-01,-2.191,3.707,Iceland
1816-05-01,2.484,2.697,Iceland
1816-06-01,5.6160000000000005,2.324,Iceland
1816-07-01,6.904999999999999,2.7710000000000004,Iceland
1816-08-01,6.654,2.104,Iceland
1816-09-01,3.507000000000001,2.195,Iceland
1816-10-01,-1.7989999999999997,5.655,Iceland
1816-11-01,-3.29,6.11,Iceland
1816-12-01,-4.6930000000000005,2.65,Iceland
1817-01-01,-3.8,4.641,Iceland
1817-02-01,-2.733,2.982,Iceland
1817-03-01,-3.3520000000000003,3.185,Iceland
1817-04-01,-0.556,2.693,Iceland
1817-05-01,1.1840000000000002,2.722,Iceland
1817-06-01,5.315,2.3080000000000003,Iceland
1817-07-01,7.025,2.316,Iceland
1817-08-01,6.718,2.572,Iceland
1817-09-01,3.28,2.809,Iceland
1817-10-01,-1.6780000000000002,3.324,Iceland
1817-11-01,-1.43,2.702,Iceland
1817-12-01,-5.7810000000000015,3.077,Iceland
1818-01-01,-4.555,3.677,Iceland
1818-02-01,-6.1160000000000005,3.104,Iceland
1818-03-01,-3.35,2.786,Iceland
1818-04-01,-0.999,5.147,Iceland
1818-05-01,4.016,3.644,Iceland
1818-06-01,8.203,4.268,Iceland
1818-07-01,8.838,3.161,Iceland
1818-08-01,7.302,2.2880000000000003,Iceland
1818-09-01,4.455,2.815,Iceland
1818-10-01,1.237,2.777,Iceland
1818-11-01,-1.145,4.62,Iceland
1818-12-01,-2.5090000000000003,2.528,Iceland
1819-01-01,-4.399,3.108,Iceland
1819-02-01,-4.9540000000000015,3.39,Iceland
1819-03-01,-4.23,5.473,Iceland
1819-04-01,-1.456,2.42,Iceland
1819-05-01,2.613,2.31,Iceland
1819-06-01,6.254,2.569,Iceland
1819-07-01,8.783999999999999,2.333,Iceland
1819-08-01,8.665,2.342,Iceland
1819-09-01,4.559,2.241,Iceland
1819-10-01,0.381,2.35,Iceland
1819-11-01,-2.614,2.492,Iceland
1819-12-01,-4.82,2.732,Iceland
1820-01-01,-5.567,5.8020000000000005,Iceland
1820-02-01,-3.399,2.765,Iceland
1820-03-01,-3.2350000000000003,3.092,Iceland
1820-04-01,-0.1389999999999999,2.226,Iceland
1820-05-01,3.654,2.627,Iceland
1820-06-01,6.952000000000001,2.408,Iceland
1820-07-01,8.568999999999999,3.582,Iceland
1820-08-01,6.0760000000000005,2.7460000000000004,Iceland
1820-09-01,4.402,2.414,Iceland
1820-10-01,-0.922,2.062,Iceland
1820-11-01,-2.952,2.272,Iceland
1820-12-01,-4.365,2.292,Iceland
1821-01-01,-3.911,3.638,Iceland
1821-02-01,-2.282,4.292,Iceland
1821-03-01,-2.0780000000000003,2.474,Iceland
1821-04-01,-0.5710000000000001,2.636,Iceland
1821-05-01,2.931,2.6710000000000003,Iceland
1821-06-01,6.009,2.8710000000000004,Iceland
1821-07-01,7.834999999999999,2.46,Iceland
1821-08-01,7.326,2.351,Iceland
1821-09-01,4.2330000000000005,2.245,Iceland
1821-10-01,1.41,2.141,Iceland
1821-11-01,-2.689,2.649,Iceland
1821-12-01,-3.787,2.487,Iceland
1822-01-01,-3.19,3.292,Iceland
1822-02-01,-2.541,2.475,Iceland
1822-03-01,-1.27,2.359,Iceland
1822-04-01,-0.499,2.245,Iceland
1822-05-01,3.205,2.26,Iceland
1822-06-01,6.859,2.544,Iceland
1822-07-01,8.412999999999998,2.221,Iceland
1822-08-01,7.971,2.8360000000000003,Iceland
1822-09-01,3.3000000000000007,2.513,Iceland
1822-10-01,-0.2649999999999999,2.142,Iceland
1822-11-01,-2.396,2.338,Iceland
1822-12-01,-4.507,2.71,Iceland
1823-01-01,-3.256,3.748,Iceland
1823-02-01,-5.468999999999999,2.903,Iceland
1823-03-01,-2.704,1.6969999999999998,Iceland
1823-04-01,0.3020000000000001,3.454,Iceland
1823-05-01,2.3040000000000003,2.1180000000000003,Iceland
1823-06-01,6.4270000000000005,2.787,Iceland
1823-07-01,8.847000000000001,1.565,Iceland
1823-08-01,7.612999999999999,2.109,Iceland
1823-09-01,4.176,2.4330000000000003,Iceland
1823-10-01,-0.268,2.011,Iceland
1823-11-01,-1.3730000000000002,3.754,Iceland
1823-12-01,-4.1610000000000005,1.48,Iceland
1824-01-01,-2.886,1.584,Iceland
1824-02-01,-2.873,3.076,Iceland
1824-03-01,-3.293,1.874,Iceland
1824-04-01,0.96,3.468,Iceland
1824-05-01,4.308,3.2430000000000003,Iceland
1824-06-01,9.053,4.511,Iceland
1824-07-01,9.581,4.504,Iceland
1824-08-01,8.201,2.489,Iceland
1824-09-01,3.5120000000000005,3.074,Iceland
1824-10-01,-1.2189999999999996,1.899,Iceland
1824-11-01,-4.883,3.184,Iceland
1824-12-01,-5.432,4.16,Iceland
1825-01-01,-3.667,3.313,Iceland
1825-02-01,-3.973,1.919,Iceland
1825-03-01,-1.147,3.131,Iceland
1825-04-01,-1.974,5.194,Iceland
1825-05-01,3.176,1.48,Iceland
1825-06-01,6.652,1.3230000000000002,Iceland
1825-07-01,8.953999999999997,3.011,Iceland
1825-08-01,7.417999999999999,3.276,Iceland
1825-09-01,6.187,3.1180000000000003,Iceland
1825-10-01,2.008,3.072,Iceland
1825-11-01,-2.544,2.317,Iceland
1825-12-01,-4.4700000000000015,2.107,Iceland
1826-01-01,-3.647,1.868,Iceland
1826-02-01,-0.956,3.2110000000000003,Iceland
1826-03-01,-1.209,2.689,Iceland
1826-04-01,-1.435,3.902,Iceland
1826-05-01,3.505,2.392,Iceland
1826-06-01,6.301,3.537,Iceland
1826-07-01,7.8809999999999985,3.746,Iceland
1826-08-01,6.977,2.945,Iceland
1826-09-01,4.8610000000000015,3.141,Iceland
1826-10-01,1.5630000000000002,2.946,Iceland
1826-11-01,-1.436,1.375,Iceland
1826-12-01,-1.868,2.775,Iceland
1827-01-01,-4.444,2.924,Iceland
1827-02-01,-3.334,1.77,Iceland
1827-03-01,-5.129,4.524,Iceland
1827-04-01,-1.558,4.6,Iceland
1827-05-01,3.347,3.3280000000000003,Iceland
1827-06-01,6.863,2.377,Iceland
1827-07-01,7.5859999999999985,2.097,Iceland
1827-08-01,7.941,2.008,Iceland
1827-09-01,4.7170000000000005,1.3219999999999998,Iceland
1827-10-01,1.898,1.7719999999999998,Iceland
1827-11-01,-0.0629999999999999,3.212,Iceland
1827-12-01,-2.3040000000000003,3.212,Iceland
1828-01-01,-2.344,2.97,Iceland
1828-02-01,-2.434,4.569,Iceland
1828-03-01,-1.939,2.68,Iceland
1828-04-01,-0.1679999999999999,3.048,Iceland
1828-05-01,4.327,3.911,Iceland
1828-06-01,7.192,2.874,Iceland
1828-07-01,9.853,1.893,Iceland
1828-08-01,8.796,2.579,Iceland
1828-09-01,6.032,3.711,Iceland
1828-10-01,3.3160000000000003,2.972,Iceland
1828-11-01,-0.784,2.153,Iceland
1828-12-01,-1.37,4.1610000000000005,Iceland
1829-01-01,-3.306,2.82,Iceland
1829-02-01,-2.067,4.718999999999999,Iceland
1829-03-01,-0.8740000000000001,3.212,Iceland
1829-04-01,-1.058,1.827,Iceland
1829-05-01,3.261,4.253,Iceland
1829-06-01,6.731,2.658,Iceland
1829-07-01,9.486999999999998,2.129,Iceland
1829-08-01,8.304,3.0380000000000003,Iceland
1829-09-01,4.3130000000000015,2.7960000000000003,Iceland
1829-10-01,-0.3430000000000002,1.981,Iceland
1829-11-01,-2.718,3.429,Iceland
1829-12-01,-2.225,5.397,Iceland
1830-01-01,-1.905,3.579,Iceland
1830-02-01,-4.228,2.878,Iceland
1830-03-01,-3.539,1.791,Iceland
1830-04-01,-1.524,2.931,Iceland
1830-05-01,4.931,3.12,Iceland
1830-06-01,7.808,4.34,Iceland
1830-07-01,8.970999999999998,1.941,Iceland
1830-08-01,7.398,2.9130000000000003,Iceland
1830-09-01,5.405,2.978,Iceland
1830-10-01,1.756,3.322,Iceland
1830-11-01,-2.336,2.568,Iceland
1830-12-01,-5.6370000000000005,2.915,Iceland
1831-01-01,-3.711,2.893,Iceland
1831-02-01,-4.704,5.1720000000000015,Iceland
1831-03-01,-1.645,4.0310000000000015,Iceland
1831-04-01,-0.6559999999999999,1.495,Iceland
1831-05-01,2.8760000000000003,3.498,Iceland
1831-06-01,9.381,3.54,Iceland
1831-07-01,9.315,1.541,Iceland
1831-08-01,7.577000000000001,2.543,Iceland
1831-09-01,4.559,2.204,Iceland
1831-10-01,1.3259999999999998,1.983,Iceland
1831-11-01,-3.603,5.388,Iceland
1831-12-01,-1.934,4.894,Iceland
1832-01-01,-2.351,2.064,Iceland
1832-02-01,-3.772,3.193,Iceland
1832-03-01,-3.747,3.634,Iceland
1832-04-01,-0.58,3.823,Iceland
1832-05-01,2.085,2.7230000000000003,Iceland
1832-06-01,6.746,2.806,Iceland
1832-07-01,7.471999999999999,3.234,Iceland
1832-08-01,6.072,2.748,Iceland
1832-09-01,3.1730000000000005,3.245,Iceland
1832-10-01,0.74,2.517,Iceland
1832-11-01,-1.001,1.771,Iceland
1832-12-01,-3.137,4.792,Iceland
1833-01-01,-1.976,3.714,Iceland
1833-02-01,-3.974,1.935,Iceland
1833-03-01,-2.744,3.607,Iceland
1833-04-01,-1.5530000000000002,2.38,Iceland
1833-05-01,3.796,2.009,Iceland
1833-06-01,6.581,2.357,Iceland
1833-07-01,7.913999999999999,1.995,Iceland
1833-08-01,6.186,2.198,Iceland
1833-09-01,4.479,1.341,Iceland
1833-10-01,0.4230000000000002,2.124,Iceland
1833-11-01,-1.963,1.713,Iceland
1833-12-01,-4.51,2.652,Iceland
1834-01-01,-3.918,3.052,Iceland
1834-02-01,-3.66,2.826,Iceland
1834-03-01,-2.333,2.419,Iceland
1834-04-01,-1.3530000000000002,2.654,Iceland
1834-05-01,2.943,1.52,Iceland
1834-06-01,6.165,3.2,Iceland
1834-07-01,8.795,1.672,Iceland
1834-08-01,7.074,1.5119999999999998,Iceland
1834-09-01,4.2120000000000015,3.202,Iceland
1834-10-01,-0.145,1.867,Iceland
1834-11-01,-1.96,2.306,Iceland
1834-12-01,-0.7970000000000002,2.65,Iceland
1835-01-01,-5.445,4.473,Iceland
1835-02-01,-5.393000000000002,2.903,Iceland
1835-03-01,-4.122,2.783,Iceland
1835-04-01,-2.549,3.065,Iceland
1835-05-01,1.985,1.766,Iceland
1835-06-01,6.492999999999999,2.946,Iceland
1835-07-01,8.453999999999999,3.431,Iceland
1835-08-01,8.323,2.929,Iceland
1835-09-01,4.4510000000000005,2.111,Iceland
1835-10-01,-0.6259999999999997,2.584,Iceland
1835-11-01,-0.552,2.787,Iceland
1835-12-01,-2.527,2.619,Iceland
1836-01-01,-4.654999999999999,1.862,Iceland
1836-02-01,-6.617000000000001,3.95,Iceland
1836-03-01,-4.682,1.653,Iceland
1836-04-01,-3.582,3.278,Iceland
1836-05-01,3.036,2.143,Iceland
1836-06-01,6.1530000000000005,1.66,Iceland
1836-07-01,8.142999999999999,2.454,Iceland
1836-08-01,5.670999999999999,1.774,Iceland
1836-09-01,3.111,2.729,Iceland
1836-10-01,-0.6289999999999998,5.004,Iceland
1836-11-01,-4.2360000000000015,2.301,Iceland
1836-12-01,-4.802,2.974,Iceland
1837-01-01,-3.739,2.47,Iceland
1837-02-01,-2.937,1.925,Iceland
1837-03-01,-5.711,2.347,Iceland
1837-04-01,-3.43,2.132,Iceland
1837-05-01,1.661,1.733,Iceland
1837-06-01,6.359,3.054,Iceland
1837-07-01,8.222000000000001,2.785,Iceland
1837-08-01,7.247999999999999,2.197,Iceland
1837-09-01,4.942,1.6269999999999998,Iceland
1837-10-01,0.98,2.8160000000000003,Iceland
1837-11-01,-4.31,4.103,Iceland
1837-12-01,-1.366,4.559,Iceland
1838-01-01,-4.0,3.444,Iceland
1838-02-01,-4.775,2.569,Iceland
1838-03-01,-4.2940000000000005,1.6840000000000002,Iceland
1838-04-01,-3.519,2.211,Iceland
1838-05-01,2.563,2.974,Iceland
1838-06-01,6.1160000000000005,2.639,Iceland
1838-07-01,9.357,4.788,Iceland
1838-08-01,7.077000000000001,3.643,Iceland
1838-09-01,3.858000000000001,1.787,Iceland
1838-10-01,0.006,3.855,Iceland
1838-11-01,-4.127,2.9730000000000003,Iceland
1838-12-01,-2.48,2.858,Iceland
1839-01-01,-6.021,3.264,Iceland
1839-02-01,-5.420999999999999,4.364,Iceland
1839-03-01,-4.513,2.006,Iceland
1839-04-01,-1.01,2.109,Iceland
1839-05-01,1.266,1.265,Iceland
1839-06-01,5.901,1.68,Iceland
1839-07-01,8.383,3.218,Iceland
1839-08-01,7.461,2.639,Iceland
1839-09-01,4.941000000000002,1.843,Iceland
1839-10-01,0.7890000000000001,1.713,Iceland
1839-11-01,-2.269,2.263,Iceland
1839-12-01,-4.984,1.887,Iceland
1840-01-01,-5.651,4.494,Iceland
1840-02-01,-2.212,3.232,Iceland
1840-03-01,-0.56,3.703,Iceland
1840-04-01,-1.315,3.2030000000000003,Iceland
1840-05-01,1.81,1.6840000000000002,Iceland
1840-06-01,6.357,1.965,Iceland
1840-07-01,7.376999999999999,2.007,Iceland
1840-08-01,7.678999999999999,1.4580000000000002,Iceland
1840-09-01,3.2200000000000006,1.89,Iceland
1840-10-01,1.0670000000000002,2.713,Iceland
1840-11-01,-1.117,3.897,Iceland
1840-12-01,-1.771,2.287,Iceland
1841-01-01,-5.199,2.092,Iceland
1841-02-01,-2.086,2.16,Iceland
1841-03-01,-1.503,3.924,Iceland
1841-04-01,-0.6679999999999999,2.294,Iceland
1841-05-01,2.9360000000000004,1.181,Iceland
1841-06-01,6.426,1.473,Iceland
1841-07-01,7.318999999999999,2.0,Iceland
1841-08-01,6.224,2.45,Iceland
1841-09-01,5.0150000000000015,1.53,Iceland
1841-10-01,-1.1019999999999996,1.605,Iceland
1841-11-01,-5.416,3.73,Iceland
1841-12-01,-5.23,2.982,Iceland
1842-01-01,-2.386,2.56,Iceland
1842-02-01,-2.1830000000000003,1.907,Iceland
1842-03-01,-1.865,2.668,Iceland
1842-04-01,0.645,2.198,Iceland
1842-05-01,4.312,2.396,Iceland
1842-06-01,6.746,1.297,Iceland
1842-07-01,8.985,2.466,Iceland
1842-08-01,8.346,2.041,Iceland
1842-09-01,5.018000000000002,1.726,Iceland
1842-10-01,0.7090000000000001,1.462,Iceland
1842-11-01,-3.4240000000000004,2.297,Iceland
1842-12-01,-1.7680000000000002,1.658,Iceland
1843-01-01,-5.331,4.489,Iceland
1843-02-01,-6.314,2.709,Iceland
1843-03-01,-3.1740000000000004,1.796,Iceland
1843-04-01,-1.5719999999999998,1.801,Iceland
1843-05-01,3.184,2.017,Iceland
1843-06-01,6.654,2.196,Iceland
1843-07-01,8.518999999999998,1.53,Iceland
1843-08-01,8.623,2.52,Iceland
1843-09-01,5.457999999999999,1.133,Iceland
1843-10-01,-1.4680000000000002,2.317,Iceland
1843-11-01,-2.468,1.06,Iceland
1843-12-01,-1.719,2.702,Iceland
1844-01-01,-3.252,1.2919999999999998,Iceland
1844-02-01,-7.239,4.185,Iceland
1844-03-01,-3.044,2.249,Iceland
1844-04-01,-1.4580000000000002,2.213,Iceland
1844-05-01,3.241,1.628,Iceland
1844-06-01,6.747999999999999,2.81,Iceland
1844-07-01,8.386999999999999,1.416,Iceland
1844-08-01,7.872000000000001,2.7960000000000003,Iceland
1844-09-01,4.503,1.746,Iceland
1844-10-01,0.4769999999999999,1.083,Iceland
1844-11-01,-1.6980000000000002,1.76,Iceland
1844-12-01,-3.1870000000000003,3.398,Iceland
1845-01-01,-4.086,2.117,Iceland
1845-02-01,-4.463,2.911,Iceland
1845-03-01,-2.365,1.47,Iceland
1845-04-01,0.5690000000000002,1.929,Iceland
1845-05-01,4.33,2.7310000000000003,Iceland
1845-06-01,6.662000000000001,1.294,Iceland
1845-07-01,8.735,1.794,Iceland
1845-08-01,7.638999999999999,1.181,Iceland
1845-09-01,4.105,1.406,Iceland
1845-10-01,1.098,1.452,Iceland
1845-11-01,-2.331,1.3259999999999998,Iceland
1845-12-01,-5.532,2.635,Iceland
1846-01-01,-2.855,2.521,Iceland
1846-02-01,-1.4980000000000002,1.592,Iceland
1846-03-01,-3.4530000000000003,2.267,Iceland
1846-04-01,-1.031,1.625,Iceland
1846-05-01,3.806,2.196,Iceland
1846-06-01,8.654,2.36,Iceland
1846-07-01,8.861999999999998,2.166,Iceland
1846-08-01,9.107,1.666,Iceland
1846-09-01,6.007999999999999,2.232,Iceland
1846-10-01,0.8050000000000002,1.568,Iceland
1846-11-01,0.1440000000000001,2.793,Iceland
1846-12-01,-3.863,1.21,Iceland
1847-01-01,-0.5609999999999999,7.5310000000000015,Iceland
1847-02-01,-2.648,1.77,Iceland
1847-03-01,-0.5069999999999999,5.505,Iceland
1847-04-01,-1.164,1.298,Iceland
1847-05-01,3.352,1.972,Iceland
1847-06-01,7.439,2.198,Iceland
1847-07-01,9.768,2.156,Iceland
1847-08-01,7.606,1.629,Iceland
1847-09-01,3.047,1.7919999999999998,Iceland
1847-10-01,1.544,1.507,Iceland
1847-11-01,-1.911,2.492,Iceland
1847-12-01,-4.021,2.363,Iceland
